1.62917008732807E+018,-0.831872,0.554854,0.011109,0.001589
1.6291700874001E+018,-0.831887,0.554831,0.011106,0.001584
1.62917008747779E+018,-0.8319,0.554812,0.011117,0.001561
1.62917008755083E+018,-0.831899,0.554814,0.011106,0.001549
1.62917008762611E+018,-0.831927,0.554772,0.011112,0.001555
1.62917008770164E+018,-0.831931,0.554765,0.011128,0.001564
1.62917008777732E+018,-0.831929,0.554768,0.011136,0.001542
1.62917008785281E+018,-0.831976,0.554698,0.011147,0.001545
1.62917008792655E+018,-0.83198,0.554691,0.011156,0.001524
1.62917008800158E+018,-0.83199,0.554676,0.011163,0.001528
1.62917008807733E+018,-0.831999,0.554664,0.011166,0.001501
1.62917008815014E+018,-0.832014,0.554639,0.011181,0.001497
1.62917008822689E+018,-0.832014,0.55464,0.011168,0.001484
1.62917008830203E+018,-0.832032,0.554613,0.011164,0.001482
1.62917008837724E+018,-0.832056,0.554578,0.011169,0.001473
1.62917008845265E+018,-0.832064,0.554565,0.011187,0.001454
1.62917008852654E+018,-0.832095,0.554519,0.011176,0.001415
1.6291700886015E+018,-0.832114,0.55449,0.011175,0.001386
1.62917008867747E+018,-0.832149,0.554438,0.011175,0.001395
1.62917008875136E+018,-0.832179,0.554393,0.011174,0.00139
1.6291700888261E+018,-0.832216,0.554337,0.011166,0.001373
1.62917008890331E+018,-0.832268,0.55426,0.011167,0.001346
1.62917008897608E+018,-0.832272,0.554254,0.011184,0.00132
1.62917008905507E+018,-0.832281,0.554239,0.011208,0.001289
1.62917008912788E+018,-0.832319,0.554183,0.01121,0.001289
1.62917008920261E+018,-0.832347,0.554139,0.011217,0.001289
1.62917008927675E+018,-0.832353,0.554131,0.011232,0.001284
1.6291700893527E+018,-0.832353,0.554131,0.011223,0.001268
1.62917008942657E+018,-0.83237,0.554106,0.011213,0.001257
1.62917008950128E+018,-0.832363,0.554116,0.011208,0.00126
1.629170089575E+018,-0.832384,0.554085,0.01121,0.001242
1.62917008965191E+018,-0.832387,0.55408,0.011212,0.001231
1.6291700897285E+018,-0.832405,0.554053,0.011223,0.001227
1.62917008980208E+018,-0.832376,0.554096,0.011234,0.001223
1.62917008987755E+018,-0.832384,0.554084,0.011234,0.001229
1.6291700899528E+018,-0.832416,0.554036,0.011211,0.001241
1.62917009002596E+018,-0.8324,0.554061,0.011215,0.001253
1.62917009009999E+018,-0.83238,0.554091,0.011223,0.001247
1.62917009017577E+018,-0.832359,0.554122,0.011226,0.001259
1.62917009025092E+018,-0.832342,0.554148,0.011214,0.001307
1.62917009032576E+018,-0.832331,0.554164,0.011172,0.001451
1.62917009040059E+018,-0.832301,0.55421,0.011163,0.001531
1.62917009047512E+018,-0.832332,0.554163,0.011165,0.001609
1.62917009055014E+018,-0.832323,0.554176,0.011145,0.001666
1.62917009062489E+018,-0.832307,0.554201,0.011127,0.001719
1.6291700907E+018,-0.832296,0.554218,0.011082,0.001692
1.62917009077501E+018,-0.832297,0.554217,0.011066,0.00165
1.6291700908509E+018,-0.832305,0.554206,0.011068,0.001633
1.62917009092565E+018,-0.832307,0.554203,0.011064,0.001609
1.62917009100054E+018,-0.832348,0.554142,0.011029,0.001566
1.6291700910769E+018,-0.832334,0.554163,0.011027,0.001532
1.62917009115033E+018,-0.832339,0.554156,0.010986,0.001508
1.62917009123486E+018,-0.832321,0.554183,0.010967,0.001519
1.62917009130826E+018,-0.832307,0.554206,0.010923,0.001475
1.62917009137802E+018,-0.832305,0.554209,0.010898,0.001517
1.62917009145096E+018,-0.832284,0.554239,0.010909,0.001541
1.6291700915258E+018,-0.832265,0.554268,0.01089,0.001538
1.62917009160051E+018,-0.83225,0.554293,0.010843,0.001494
1.6291700916755E+018,-0.832239,0.554309,0.010823,0.001499
1.62917009175043E+018,-0.832226,0.55433,0.0108,0.001493
1.62917009182518E+018,-0.832212,0.55435,0.010797,0.001505
1.62917009190021E+018,-0.832203,0.554365,0.010779,0.001454
1.62917009197509E+018,-0.832203,0.554364,0.010769,0.001413
1.62917009205079E+018,-0.832189,0.554392,0.010516,0.001177
1.62917009212575E+018,-0.832217,0.55436,0.009953,0.001045
